smiles,name,Delta_G_ts,omega_ground_state,omega_transition_state
[H][C+]([H])C(=O)N([H])N([H])C(=O)C([H])([H])[H],ZINC000002522979,14.4689,1.1041,0.0
[H]c1c([H])c(C([H])([H])C([H])([H])N([H])C(=O)[C+]([H])[H])c([H])c2c1OC([H])([H])C([H])([H])O2,ZINC000009738423,14.2414,0.6547,0.0
[H]c1c([H])c([H])c(N2C(=O)C([H])([H])C([H])([H])C2([H])[H])c(N([H])C(=O)[C+]([H])[H])c1[H],ZINC000009738209,14.4419,0.5436,0.0
[H]c1c([H])c([H])c2c(c1[H])N(C(=O)[C+]([H])[H])C([H])(C([H])([H])[H])C([H])([H])C2([H])[H],ZINC000012505027,13.0087,0.641,0.0
[H][C+]([H])C(=O)N1C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])C(=O)C([H])([H])C1(C([H])([H])[H])C([H])([H])[H],ZINC000009738185,17.0809,0.7931,0.0
[H]c1c([H])c(N([H])C(=O)[C+]([H])[H])c([H])c(OC([H])([H])[H])c1Cl,ZINC000009038940,14.1544,0.5258,0.0
[H][C+]([H])C(=O)N([H])c1sc(C(=O)N([H])[H])c(C([H])([H])[H])c1C#N,ZINC000013324270,12.3883,0.5922,0.0
[H][C+]([H])C(=O)N([H])c1sc(C(=O)N([H])[H])c(C([H])([H])[H])c1C#N,ZINC000013324270,12.1681,0.5966,0.0
[H]c1c([H])c(N([H])C(=O)[C+]([H])[H])c([H])c([H])c1C(=O)N([H])[H],ZINC000003183496,15.3619,0.6504,0.0
[H]c1c([H])c(N([H])C(=O)[C+]([H])[H])c([H])c([H])c1C(=O)N([H])[H],ZINC000003183496,15.3617,0.6504,0.0
[H]c1c([H])c([H])c(N2C([H])([H])C([H])([H])N(C(=O)[C+]([H])[H])C([H])([H])C2([H])[H])c([H])c1[H],ZINC000000161544,13.6426,0.6465,0.0
[H]c1nnc(N([H])C(=O)[C+]([H])[H])c([H])c1[H],ZINC000161063351,13.9502,0.9305,0.0
[H]c1c([H])c([H])c(C([H])([H])N(C(=O)[C+]([H])[H])C2([H])C([H])([H])C([H])([H])S(=O)(=O)C2([H])[H])c([H])c1[H],ZINC000003324524,11.1334,0.5242,0.0
[H]c1c([H])c([H])c(C2([H])C([H])([H])C([H])([H])N(C(=O)[C+]([H])[H])C([H])([H])C2([H])[H])c([H])c1[H],ZINC000034306027,13.9982,0.5686,0.0
[H][C+]([H])C(=O)N([H])C(=O)N1C([H])([H])C([H])([H])C1([H])[H],ZINC000307464891,14.3507,0.869,0.0
[H][C+]([H])C(=O)N([H])N([H])C(=O)C([H])([H])[H],ZINC000002522979,14.4628,1.1041,0.0
[H]c1c([H])c(S(=O)(=O)N([H])[H])c([H])c([H])c1N([H])C(=O)[C+]([H])[H],ZINC000000127420,13.8453,0.5639,0.0
[H]c1c([H])c(N(C(=O)[C+]([H])[H])C([H])([H])C([H])([H])C(=O)N([H])[H])c([H])c([H])c1F,ZINC000008855837,12.746,0.4949,0.0
[H]c1c([H])c([H])c(C([H])([H])N([H])C(=O)[C+]([H])[H])c([H])c1[H],ZINC000000028344,15.6729,0.8602,0.0
[H]c1c([H])c([H])c(C([H])([H])N([H])C(=O)[C+]([H])[H])c([H])c1[H],ZINC000000028344,15.6156,0.8602,0.0
[H][C+]([H])C(=O)N([H])C([H])([H])C(N1C([H])([H])C([H])([H])OC([H])([H])C1([H])[H])(C([H])([H])[H])C([H])([H])[H],ZINC000020268526,16.2174,0.5276,0.0
[H]c1c([H])c([H])c(C([H])([H])N([H])C(=O)[C+]([H])[H])c([H])c1[H],ZINC000000028344,15.6467,0.8505,0.0
[H]c1c([H])c([H])c(N([H])C(=O)[C+]([H])[H])c(OC([H])([H])[H])c1[H],ZINC000000153382,15.2076,0.5011,0.0
[H]C([H])=C([H])C([H])([H])Oc1c([H])c([H])c([H])c(N([H])C(=O)[C+]([H])[H])c1[H],ZINC000013609032,13.073,0.514,0.0
[H]c1c([H])c([H])c(N([H])C(=O)[C+]([H])[H])c(OC([H])([H])[H])c1[H],ZINC000000153382,15.2076,0.5011,0.0
[H][C+]([H])C(=O)N([H])C([H])([H])C([H])([H])C(=O)OC([H])([H])[H],ZINC000035044898,16.5573,0.8523,0.0
[H][C+]([H])C(=O)N1C([H])([H])C([H])([H])N(C([H])([H])[H])C([H])([H])C1([H])[H],ZINC000019735578,13.5484,0.5712,0.0
[H]Oc1c([H])c([H])c(Cl)c([H])c1N([H])C(=O)[C+]([H])[H],ZINC000005010977,14.6577,0.5331,0.0
[H][C+]([H])C(=O)N1C([H])([H])C([H])([H])OC([H])(C([H])([H])[H])C1([H])[H],ZINC000012505084,14.0156,0.9142,0.0
[H]c1c(N([H])C(=O)[C+]([H])[H])c(C([H])([H])[H])c(C([H])([H])[H])c([H])c1S(=O)(=O)N([H])[H],ZINC000004205221,15.6164,0.5364,0.0
[H]c1c([H])c([H])c(C([H])(N(C(=O)[C+]([H])[H])C([H])([H])[H])C([H])([H])[H])c([H])c1[H],ZINC000004205434,12.6347,0.6052,0.0
[H]c1c([H])c([H])c(-n2nc(C([H])([H])[H])c([H])c2N([H])C(=O)[C+]([H])[H])c([H])c1[H],ZINC000000126531,14.3687,0.5442,0.0
[H]c1c([H])c([H])c(C([H])([H])N(C(=O)[C+]([H])[H])C([H])([H])C([H])([H])OC([H])([H])[H])c([H])c1[H],ZINC000008155958,13.5577,0.4938,0.0
[H][C+]([H])C(=O)N1C([H])([H])C([H])([H])N(C(=O)C([H])([H])[H])C([H])([H])C([H])([H])C1([H])[H],ZINC000042680260,13.9473,0.5287,0.0
[H][C+]([H])C(=O)N1C([H])([H])C([H])([H])N(C(=O)C([H])([H])[H])C([H])([H])C1([H])C([H])([H])[H],ZINC000079419950,13.5632,0.5516,0.0
[H]c1c([H])c([H])c2c(oc3c([H])c(N([H])C(=O)[C+]([H])[H])c([H])c([H])c32)c1[H],ZINC000015109088,14.1277,0.5191,0.0
[H]c1nc([H])c(C([H])([H])N([H])C(=O)[C+]([H])[H])c([H])c1[H],ZINC000013208171,14.7583,0.905,0.0
[H]c1c2c(c([H])c([N+](=O)[O-])c1N([H])C(=O)[C+]([H])[H])OC([H])([H])C([H])([H])C([H])([H])O2,ZINC000012505007,13.9156,0.5238,0.0
[H]OC([H])(C([H])([H])[H])C([H])([H])N([H])C(=O)[C+]([H])[H],ZINC000040438512,13.3344,0.7179,0.0
[H][C+]([H])C(=O)N1C([H])([H])C([H])([H])C([H])([H])C1([H])C(=O)N([H])[H],ZINC000020294492,13.8991,0.9158,0.0
[H]OC(=O)C1([H])N(C(=O)[C+]([H])[H])C([H])([H])c2c([H])c([H])c([H])c([H])c2C1([H])[H],ZINC000003886297,13.0161,0.6354,0.0
[H]c1c([H])c([H])c(C2([H])c3c(c4c([H])c([H])c([H])c([H])c4n3[H])C([H])([H])C([H])(C(=O)OC([H])([H])[H])N2C(=O)[C+]([H])[H])c([H])c1[H],ZINC000011692278,13.5649,0.5123,0.0
[H]c1c([H])c([H])c(C2([H])c3c(c4c([H])c([H])c([H])c([H])c4n3[H])C([H])([H])C([H])(C(=O)OC([H])([H])[H])N2C(=O)[C+]([H])[H])c([H])c1[H],ZINC000011692278,13.5657,0.5133,0.0
[H]Oc1nc(N([H])C(=O)[C+]([H])[H])nc(OC([H])([H])[H])c1[H],ZINC000012778412,13.7931,0.4861,0.0
[H]c1nc(N2C([H])([H])C([H])([H])C([H])([H])C([H])([H])C2([H])[H])c([H])c([H])c1N([H])C(=O)[C+]([H])[H],ZINC000020360384,13.6616,0.5229,0.0
[H]Oc1c([H])c([H])c([N+](=O)[O-])c([H])c1N([H])C(=O)[C+]([H])[H],ZINC000096379393,14.4601,0.5244,0.0
[H]c1c([H])c(N2C([H])([H])C([H])([H])C([H])([H])C([H])([H])C2([H])[H])c([H])c([H])c1N([H])C(=O)[C+]([H])[H],ZINC000000339151,14.9806,0.5745,0.0
[H]c1c([H])c([H])c(C([H])([H])C([H])([H])N([H])C(=O)[C+]([H])[H])c([H])c1[H],ZINC000000078250,14.9458,0.6858,0.0
[H]c1c([H])c([H])c(S(=O)(=O)N([H])C(=O)[C+]([H])[H])c([H])c1[H],ZINC000003076556,12.3919,0.5841,0.0
[H]c1c([H])c([H])c(S(=O)(=O)N([H])[H])c(N([H])C(=O)[C+]([H])[H])c1[H],ZINC000015776650,14.1985,0.5335,0.0
[H]C1=C(C([H])([H])[H])c2c([H])c([H])c(Cl)c([H])c2N(C(=O)[C+]([H])[H])C1(C([H])([H])[H])C([H])([H])[H],ZINC000223823352,14.3903,0.7228,0.0
[H]c1c([H])c([H])c(C([H])([H])N([H])C(=O)[C+]([H])[H])c([H])c1[H],ZINC000000028344,15.6623,0.847,0.0
[H][C+]([H])C(=O)N(C([H])([H])C([H])([H])OC([H])([H])[H])C([H])(C([H])([H])C([H])([H])[H])C([H])([H])C([H])([H])[H],ZINC000037654261,13.6296,0.4606,0.0
[H]c1c([H])c([H])c(S(=O)(=O)N([H])C(=O)[C+]([H])[H])c([H])c1[H],ZINC000003076556,12.3917,0.5841,0.0
[H]Oc1c([H])c(N([H])C(=O)[C+]([H])[H])nn1-c1c([H])c([H])c([H])c([H])c1[H],ZINC20427842,15.2668,0.52,0.0
[H]c1c([H])c([H])c(N([H])C(=O)N([H])C(=O)[C+]([H])[H])c([H])c1[H],ZINC000006550859,14.0598,0.5014,0.0
[H][C+]([H])C(=O)N(N1C([H])([H])C([H])([H])OC([H])([H])C1([H])[H])C1([H])C([H])([H])C([H])([H])C([H])([H])C1([H])[H],ZINC71784069,14.4843,0.5333,0.0
[H]c1c([H])c([H])c(N([H])C(=O)N([H])C(=O)[C+]([H])[H])c([H])c1[H],ZINC000006550859,14.054,0.5014,0.0
[H][C+]([H])C(=O)N([H])C(=O)C([H])([H])OC([H])([H])[H],ZINC000004205983,12.996,0.9055,0.0
[H]c1c([H])c(Cl)c(N([H])C(=O)[C+]([H])[H])c([H])c1F,ZINC000072207589,13.5604,0.9262,0.0
[H]c1c([H])c([H])c(C2(C([H])([H])N([H])C(=O)[C+]([H])[H])C([H])([H])C2([H])[H])c([H])c1[H],ZINC000032626888,14.4249,0.6645,0.0
[H][C+]([H])C(=O)N([H])c1nnc(C([H])([H])[H])o1,ZINC000020282943,13.2008,0.9455,0.0
[H][C+]([H])C(=O)N([H])N([H])C(=O)C([H])([H])[H],ZINC000002522979,14.4719,1.1041,0.0
[H]c1c([H])c([H])c(C([H])([H])C([H])([H])N([H])C(=O)[C+]([H])[H])c([H])c1[H],ZINC000000078250,14.946,0.6858,0.0
[H][C+]([H])C(=O)N([H])C(=O)N1C([H])([H])C([H])([H])C([H])([H])C1([H])[H],ZINC000036905940,14.7364,0.4717,0.0
[H]c1nc(N([H])C(=O)N([H])C(=O)[C+]([H])[H])sc1[H],ZINC000034963304,12.5383,0.5033,0.0
[H][C+]([H])C(=O)N([H])C(=O)N([H])C([H])([H])C(=O)N([H])[H],ZINC000036905989,13.7375,0.8539,0.0
[H]c1oc(C([H])([H])N(C(=O)[C+]([H])[H])C([H])(C([H])([H])[H])C([H])([H])[H])c([H])c1[H],ZINC000032013088,14.9156,0.5121,0.0
[H]c1c([H])c([H])c(C([H])([H])N(C(=O)[C+]([H])[H])C([H])(C([H])([H])[H])C([H])([H])[H])c([H])c1[H],ZINC000003268019,13.7005,0.4467,0.0
[H]c1c([H])c([H])c(C([H])([H])N(C(=O)[C+]([H])[H])C2([H])C([H])([H])C2([H])[H])c([H])c1[H],ZINC000026478626,13.4642,0.4612,0.0
[H]c1c([H])c([H])c(C([H])([H])N(C(=O)[C+]([H])[H])C([H])(C([H])([H])[H])C([H])([H])[H])c([H])c1[H],ZINC000003268019,13.7063,0.4467,0.0
[H]c1c([H])c([H])c(C([H])([H])N(C(=O)[C+]([H])[H])C([H])(C([H])([H])[H])C([H])([H])[H])c([H])c1[H],ZINC000003268019,13.7024,0.4467,0.0
[H][C+]([H])C(=O)N1C([H])([H])C([H])([H])N(C([H])([H])C([H])([H])OC([H])([H])[H])C([H])([H])C1([H])[H],ZINC000039054648,14.0807,0.5251,0.0
[H]c1c(C([H])([H])[H])c([H])c2c(N([H])C(=O)[C+]([H])[H])c(C(=O)OC([H])([H])[H])n([H])c2c1[H],ZINC000034925359,14.9153,0.5029,0.0
[H]c1c(OC([H])([H])[H])c(C([H])([H])[H])c([H])c(Br)c1N([H])C(=O)[C+]([H])[H],ZINC000032911321,14.605,0.5212,0.0
[H][C+]([H])C(=O)N([H])C(=O)N1C([H])([H])C([H])([H])OC([H])([H])C1([H])[H],ZINC000036905951,14.0057,0.4952,0.0
[H]c1c([H])c([H])c(N([H])C(=O)N([H])C(=O)[C+]([H])[H])c([H])c1[H],ZINC000006550859,14.0541,0.5014,0.0
[H]c1c2c(c([H])c([N+](=O)[O-])c1N([H])C(=O)[C+]([H])[H])OC([H])([H])O2,ZINC000035044896,13.9155,0.5261,0.0
[H][C+]([H])C(=O)N([H])C(=O)N1C([H])([H])C([H])([H])OC([H])([H])C1([H])[H],ZINC000036905951,14.0197,0.4952,0.0
[H][C+]([H])C(=O)N1C([H])([H])C([H])([H])C([H])(N([H])[H])C([H])([H])C1([H])[H],ZINC000020160701,14.1144,0.6332,0.0
[H][C+]([H])C(=O)N1C([H])([H])C([H])([H])OC(C([H])([H])[H])(C([H])([H])[H])C1([H])[H],ZINC000036232151,13.4772,0.5851,0.0
[H][C+]([H])C(=O)N([H])C1([H])C([H])([H])C([H])([H])S(=O)(=O)C([H])([H])C1([H])[H],ZINC000036331737,15.7264,0.5596,0.0
[H]c1nc(S(=O)(=O)C([H])([H])[H])c([H])c([H])c1N([H])C(=O)[C+]([H])[H],ZINC000037002549,11.0336,0.5618,0.0
[H]c1c([H])c(C([H])([H])[H])c(N([H])C(=O)[C+]([H])[H])c([H])c1Br,ZINC000037013338,14.3241,0.5243,0.0
[H]OC(=O)/C(=N\OC([H])([H])[H])c1nc(N([H])C(=O)[C+]([H])[H])sc1[H],ZINC000001081154,11.0063,0.534,0.0
[H]c1c([H])c([H])c(N2/C(=N/C(=O)[C+]([H])[H])SC3([H])C2([H])C([H])([H])S(=O)(=O)C3([H])[H])c([H])c1[H],ZINC000013689501,14.3545,0.5187,0.0
[H]c1c([H])c([H])c(N2/C(=N/C(=O)[C+]([H])[H])SC3([H])C2([H])C([H])([H])S(=O)(=O)C3([H])[H])c([H])c1[H],ZINC000013689501,13.4907,0.5051,0.0
[H][C+]([H])C(=O)N([H])C1=S([H])C2([H])C([H])(N1C([H])([H])[H])C([H])([H])S(=O)(=O)C2([H])[H],ZINC000101319089,14.7459,0.424,0.0
[H][C+]([H])C(=O)N([H])[C]1SC2([H])C([H])(N1C([H])([H])[H])C([H])([H])S(=O)(=O)C2([H])[H],ZINC000101319089,14.7459,0.5798,0.0
[H][C+]([H])C(=O)N1C([H])([H])C([H])([H])C([H])(N2C([H])([H])C([H])([H])C([H])([H])C([H])([H])C2([H])[H])C([H])([H])C1([H])[H],ZINC000004384200,13.7714,0.5182,0.0
[H]c1c([H])c([H])c(C([H])([H])N(C(=O)[C+]([H])[H])C2([H])C([H])([H])C2([H])[H])c([H])c1[H],ZINC000026478626,13.7454,0.4612,0.0
[H]OC([H])([H])C([H])([H])N(C(=O)[C+]([H])[H])C([H])([H])C([H])([H])C([H])([H])[H],ZINC37654078,13.5148,0.625,0.0
[H][C+]([H])C(=O)N(C([H])([H])[H])C([H])([H])C([H])([H])OC([H])([H])[H],ZINC34493044,13.7838,0.8245,0.0
[H][C+]([H])C(=O)N([H])C([H])([H])C([H])([H])C1([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C1([H])[H],ZINC000037654156,15.7871,0.5458,0.0
[H]c1c([H])c([H])c(C([H])([H])N([H])C(=O)[C+]([H])[H])c([H])c1[H],ZINC000000028344,15.6519,0.8602,0.0
[H][C+]([H])C(=O)N1C([H])([H])C([H])([H])N2C([H])([H])C([H])([H])C([H])([H])C([H])([H])C2([H])C1([H])[H],ZINC000037831469,13.9237,0.5737,0.0
[H]c1nc([H])c(C([H])([H])N(C(=O)[C+]([H])[H])C([H])(C([H])([H])[H])C([H])([H])[H])c([H])c1[H],ZINC000037833662,13.2025,0.4599,0.0
[H]c1c([H])c([H])c(N2[C](N([H])C(=O)[C+]([H])[H])SC3([H])C2([H])C([H])([H])S(=O)(=O)C3([H])[H])c([H])c1[H],ZINC000101310978,18.0123,0.5325,0.0
[H]c1c([H])c(Cl)c(C([H])([H])[H])c(N(C(=O)[C+]([H])[H])C2([H])C([H])([H])C([H])([H])S(=O)(=O)C2([H])[H])c1[H],ZINC000040177559,13.1365,0.5277,0.0
[H]c1c([H])c(N(C(=O)[C+]([H])[H])C2([H])C([H])([H])C([H])([H])S(=O)(=O)C2([H])[H])c([H])c(OC([H])([H])[H])c1OC([H])([H])[H],ZINC000040177616,11.8519,0.4942,0.0
[H]c1c([H])c(OC([H])([H])[H])c(N(C(=O)[C+]([H])[H])C2([H])C([H])([H])C([H])([H])S(=O)(=O)C2([H])[H])c([H])c1Cl,ZINC000040177621,13.7167,0.4731,0.0
[H]OC1([H])C([H])(N(C(=O)[C+]([H])[H])c2c([H])c([H])c([H])c(OC([H])([H])[H])c2[H])C([H])([H])S(=O)(=O)C1([H])[H],ZINC000040177668,13.4768,0.486,0.0
[H]C1=C([H])S(=O)(=O)C([H])([H])C1([H])N(C(=O)[C+]([H])[H])c1c([H])c([H])c(OC([H])([H])[H])c(OC([H])([H])[H])c1[H],ZINC000036108808,11.0469,0.503,0.0
[H]c1nc(N2C([H])([H])C([H])([H])C([H])(N([H])C(=O)[C+]([H])[H])C([H])([H])C2([H])[H])sc1[H],ZINC000043220343,15.5423,0.4963,0.0
[H]C(=O)N1C([H])([H])C([H])([H])N(C(=O)[C+]([H])[H])C([H])([H])C1([H])[H],ZINC000003268204,13.1928,0.9476,0.0
[H]c1c([H])c([H])c(C([H])(N(C(=O)[C+]([H])[H])C([H])([H])[H])C([H])([H])[H])c([H])c1[H],ZINC000004205434,12.6347,0.6052,0.0
[H]c1c([H])c([H])c(-n2nc(C([H])([H])[H])c([H])c2N([H])C(=O)[C+]([H])[H])c([H])c1[H],ZINC000000126531,14.366,0.5442,0.0
[H][C+]([H])C(=O)N([H])C([H])([H])C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H],ZINC000040494237,15.8196,0.4897,0.0
[H]OC([H])([H])C1([H])N(C(=O)[C+]([H])[H])C([H])([H])C([H])([H])C1([H])[H],ZINC000039054914,12.8953,0.9468,0.0
[H][C+]([H])C(=O)N(C([H])([H])C([H])([H])[H])C([H])([H])C(F)(F)F,ZINC000042766562,13.4751,1.0196,0.0
[H]c1c([H])c([H])c(C([H])([H])N([H])C(=O)[C+]([H])[H])c([H])c1[H],ZINC000000028344,15.6926,0.8611,0.0
[H]c1noc(C([H])([H])N([H])C(=O)[C+]([H])[H])c1[H],ZINC000231883956,13.827,0.817,0.0
[H][C+]([H])C(=O)N([H])C(=O)N([H])C1([H])C([H])([H])C1([H])[H],ZINC000002628572,13.2396,0.8514,0.0
[H][C+]([H])C(=O)N1C([H])([H])C([H])(C([H])([H])[H])OC(C([H])([H])[H])(C([H])([H])[H])C1([H])[H],ZINC000045707588,13.813,0.5851,0.0
[H]OC([H])([H])C(N([H])C(=O)[C+]([H])[H])(C([H])([H])O[H])C([H])([H])C([H])([H])[H],ZINC58846006,12.6477,0.5129,0.0
[H]c1sc(N([H])C(=O)[C+]([H])[H])c(C(=O)OC([H])([H])[H])c1-c1c([H])c([H])c([H])c([H])c1[H],ZINC000001465612,12.18,0.5545,0.0
[H][C+]([H])C(=O)N([H])c1sc(C(=O)OC([H])([H])[H])c(C([H])([H])[H])c1C(=O)OC([H])([H])[H],ZINC000001465611,12.8122,0.5863,0.0
[H]c1c([H])c([H])c(C([H])([H])N([H])C(=O)[C+]([H])[H])c([H])c1[H],ZINC000000028344,16.3092,0.8602,0.0
[H][C+]([H])C(=O)N([H])c1sc(C([H])([H])[H])c(C([H])([H])[H])c1C(=O)OC([H])([H])[H],ZINC000002597267,13.1574,0.5478,0.0
[H]c1c([H])c(S(=O)(=O)N([H])[H])c([H])c([H])c1N([H])C(=O)[C+]([H])[H],ZINC000000127420,13.8423,0.5639,0.0
[H]c1nc(N([H])C(=O)[C+]([H])[H])sc1C([H])([H])[H],ZINC000000378470,12.5795,0.877,0.0
[H]c1c([H])c([H])c2c(c1[H])C(=O)N1C([H])([H])C([H])([H])C([H])([H])C1([H])N2C(=O)[C+]([H])[H],ZINC000000519171,11.9642,0.675,0.0
[H]c1nc(N([H])C(=O)[C+]([H])[H])sc1[N+](=O)[O-],ZINC000003885313,10.1491,0.5559,0.0
[H]c1sc(N([H])C(=O)[C+]([H])[H])nc1-c1c([H])c([H])c([H])c([H])c1[H],ZINC000004468795,11.614,0.5248,0.0
[H]C1=C(C([H])([H])[H])c2c([H])c(C([H])([H])[H])c([H])c([H])c2N(C(=O)[C+]([H])[H])C1(C([H])([H])[H])C([H])([H])[H],ZINC000000236591,15.9073,0.658,0.0
[H][C+]([H])C(=O)N([H])N([H])C(=O)C([H])([H])[H],ZINC000002522979,14.8658,1.1041,0.0
[H]c1c([H])c([H])c2c(c1[H])C([H])([H])C([H])([H])N(C(=O)[C+]([H])[H])C2([H])C1([H])C(=O)C([H])([H])C([H])([H])C([H])([H])C1=O,ZINC000004730582,12.9853,0.6289,0.0
[H]c1c([H])c2c(c([H])c1OC([H])([H])[H])C1=C(S([H])=S([H])C1=S)C(C([H])([H])[H])(C([H])([H])[H])N2C(=O)[C+]([H])[H],ZINC000000793980,12.7863,0.5694,0.0
[H]c1c([H])c2c(c([H])c1OC([H])([H])[H])[C]1C(=S)SS([H])=C1C(C([H])([H])[H])(C([H])([H])[H])N2C(=O)[C+]([H])[H],ZINC000000793980,12.7863,0.4791,0.0
[H]c1c(OC([H])([H])[H])c([H])c2sc(N([H])C(=O)[C+]([H])[H])nc2c1[H],ZINC000009090162,14.1691,0.51,0.0
[H]c1c2c(c([H])c(C([H])([H])[H])c1C([H])([H])[H])N(C(=O)[C+]([H])[H])C(C([H])([H])[H])(C([H])([H])[H])C1=C2C(=S)S([H])=S1[H],ZINC000002350974,12.2599,0.4901,0.0
[H]c1c2c(c([H])c(C([H])([H])[H])c1C([H])([H])[H])N(C(=O)[C+]([H])[H])C(C([H])([H])[H])(C([H])([H])[H])C1=S([H])SC(=S)[C]12,ZINC000002350974,12.2599,0.6757,0.0
[H]c1c([H])c2c(c([H])c1OC([H])([H])[H])N(C(=O)[C+]([H])[H])C(C([H])([H])[H])(C([H])([H])[H])C1=C2C(=S)S([H])=S1[H],ZINC000000793984,12.2292,0.7077,0.0
[H]c1c([H])c2c(c([H])c1OC([H])([H])[H])N(C(=O)[C+]([H])[H])C(C([H])([H])[H])(C([H])([H])[H])C1=S([H])SC(=S)[C]12,ZINC000000793984,12.2292,0.7503,0.0
[H]c1c([H])c([N+](=O)[O-])c([H])c([H])c1N(C(=O)[C+]([H])[H])c1c([H])n(C(=O)C([H])([H])[H])c2c([H])c([H])c([H])c([H])c12,ZINC000004350647,11.9958,0.5117,0.0
[H]c1c([H])c([H])c(C2(C([H])([H])[H])c3c([H])c([H])c([H])c([H])c3N(C(=O)[C+]([H])[H])C(C([H])([H])[H])(C([H])([H])[H])C2([H])[H])c([H])c1[H],ZINC000000494769,19.102,0.8206,0.0
[H]c1c([H])c([H])c(-c2nc3sc4c(c3c(=O)n2N([H])C(=O)[C+]([H])[H])C([H])([H])C(C([H])([H])[H])(C([H])([H])[H])OC4([H])[H])c([H])c1[H],ZINC000009660251,13.3806,0.789,0.0
[H]c1c([H])c([H])c(C([H])([H])[H])c(N(C(=O)[C+]([H])[H])C([H])([H])C([H])([H])OC([H])([H])[H])c1[H],ZINC000002005704,14.4701,0.4742,0.0
[H][C+]([H])C(=O)N([H])N([H])C(=O)C([H])([H])[H],ZINC000002522979,15.0529,1.1041,0.0
[H]c1c(C([H])([H])[H])c2c([H])c(N([H])C(=O)[C+]([H])[H])c(C([H])([H])[H])c([H])c2oc1=O,ZINC000000501724,14.4263,0.5289,0.0
[H]c1c([H])c(N([H])C(=O)[C+]([H])[H])c(Cl)c([H])c1Cl,ZINC000000161251,13.7016,0.5358,0.0
