smiles,name,Delta_G_ts,omega_ground_state,omega_transition_state
[H]c1c([H])c([H])c(C([H])(c2c([H])c([H])c([H])c([H])c2[H])N([H])C(=O)[C+]([H])[H])c([H])c1[H],ZINC000003184363,15.7995,0.5425,0.0
[H]c1c([H])c2c(c([H])c1OC([H])([H])[H])C([H])([H])C([H])([H])N(C(=O)[C+]([H])[H])C2([H])C1([H])C(=O)C([H])([H])C([H])([H])C([H])([H])C1=O,ZINC000004730482,13.5953,0.6217,0.0
[H]c1c([H])c(N([H])C(=O)[C+]([H])[H])c([H])c([H])c1N([H])[H],ZINC20327067,15.4661,0.4936,0.0
[H]c1c([H])c([H])c2sc(N3C([H])([H])C([H])([H])N(C(=O)[C+]([H])[H])C([H])([H])C3([H])[H])nc2c1[H],ZINC000004291263,13.3101,0.5941,0.0
[H]c1c([H])c([H])c2c(c1[H])N(C(=O)[C+]([H])[H])C([H])([H])C([H])([H])C2([H])[H],ZINC000000266456,12.8449,0.649,0.0
[H]c1c(OC([H])([H])[H])c(OC([H])([H])[H])c([H])c(N([H])C(=O)[C+]([H])[H])c1C(=O)OC([H])([H])[H],ZINC000000160066,14.0819,0.4881,0.0
[H]C1=C(C([H])([H])[H])c2c([H])c(OC([H])([H])[H])c([H])c([H])c2N(C(=O)[C+]([H])[H])C1(C([H])([H])[H])C([H])([H])[H],ZINC000000308547,15.004,0.6466,0.0
[H]c1c([H])c([H])c(C([H])([H])N([H])C(=O)[C+]([H])[H])c([H])c1[H],ZINC000000028344,15.6082,0.8511,0.0
[H][C+]([H])C(=O)N([H])C([H])([H])C([H])([H])C([H])([H])[H],ZINC000004411382,15.0126,0.9488,0.0
[H][C+]([H])C(=O)N([H])c1nnc(C([H])([H])[H])s1,ZINC000001433482,11.9968,0.9167,0.0
[H]c1c([H])c([H])c(N2c3nc4c([H])c([H])c([H])c([H])c4c(N([H])C(=O)[C+]([H])[H])c3C([H])([H])C2([H])[H])c([H])c1[H],ZINC000008466537,13.6285,0.6121,0.0
[H]c1nc(N([H])N([H])C(=O)[C+]([H])[H])c([H])c([H])c1[H],ZINC000003888906,13.3496,1.0358,0.0
[H]c1c([H])c([H])c(N2c3nc4c([H])c([H])c([H])c([H])c4c(N([H])C(=O)[C+]([H])[H])c3C([H])([H])C2([H])[H])c([H])c1[H],ZINC000008466537,13.6297,0.6121,0.0
[H]c1c([H])c([H])c(C([H])([H])N([H])C(=O)[C+]([H])[H])c([H])c1[H],ZINC000000028344,15.6899,0.8611,0.0
[H]Sc1c([H])c([H])c(N([H])C(=O)[C+]([H])[H])c([H])c1[H],ZINC000238666300,14.9543,0.8849,0.0
[H]c1nc(N2C([H])([H])C([H])([H])N(C(=O)[C+]([H])[H])C([H])([H])C2([H])[H])c([H])c([H])c1[H],ZINC000001612545,13.6819,0.7141,0.0
[H]c1c([H])c(N([H])C(=O)[C+]([H])[H])c(C([H])([H])[H])c(C([H])([H])[H])c1[H],ZINC000000146680,14.6338,0.5062,0.0
[H]c1c([H])c([H])c2c3c(c([H])c([H])c2c1[H])OC([H])([H])C1([H])C([H])([H])ON(C(=O)[C+]([H])[H])C31[H],ZINC000003883347,12.0688,0.6633,0.0
[H][C+]([H])C(=O)N([H])c1sc(C(=O)N([H])[H])c(C([H])([H])[H])c1C#N,ZINC000013324270,12.1703,0.5972,0.0
[H]c1c([H])c(C([H])([H])[H])c(N([H])C(=O)[C+]([H])[H])c(C([H])([H])[H])c1[H],ZINC000000073753,15.3154,0.4882,0.0
[H]c1c([H])c(C([H])([H])[H])c(N([H])C(=O)[C+]([H])[H])c(C([H])([H])[H])c1[H],ZINC000000073753,15.3088,0.4882,0.0
[H]c1c([H])c([H])c2c(c1[H])C1=C(S([H])=S([H])C1=S)C(C([H])([H])[H])(C([H])([H])[H])N2C(=O)[C+]([H])[H],ZINC000003123715,12.919,0.4317,0.0
[H]c1sc(N([H])C(=O)[C+]([H])[H])c(C(=O)OC([H])([H])[H])c1-c1c([H])c([H])c([H])c([H])c1[H],ZINC000001465612,12.2066,0.5545,0.0
[H]c1nc(C([H])([H])N([H])C(=O)[C+]([H])[H])sc1[H],ZINC000041013100,15.3571,0.791,0.0
[H]c1c([H])c([H])c(N([H])C(=O)[C+]([H])[H])c(OC([H])([H])[H])c1[H],ZINC000000153382,15.2076,0.5011,0.0
[H]c1c([H])c(C([H])([H])[H])c([H])c([H])c1N([H])C(=O)[C+]([H])[H],ZINC000000137545,14.792,0.5068,0.0
[H]c1c([H])c([H])c(N2C([H])([H])C([H])([H])N(C(=O)[C+]([H])[H])C([H])([H])C2([H])[H])c([H])c1[H],ZINC000000161544,13.6474,0.6465,0.0
[H]Oc1c([H])c([H])c(N([H])C(=O)[C+]([H])[H])c([H])c1[H],ZINC000000335843,15.1524,0.5004,0.0
[H]c1c([H])c([H])c(N([H])C(=O)[C+]([H])[H])c(OC([H])([H])[H])c1[H],ZINC000000153382,15.2076,0.5011,0.0
[H][C+]([H])C(=O)N1C([H])([H])C([H])([H])C([H])([H])C1([H])[H],ZINC000003289322,13.3421,0.8545,0.0
[H]c1c([H])c([H])c(C(=O)N([H])N([H])C(=O)[C+]([H])[H])c([H])c1[H],ZINC000000163115,14.5068,0.5974,0.0
[H]c1c([H])c(C(=O)OC([H])([H])[H])c(N([H])C(=O)[C+]([H])[H])c([H])c1C(=O)OC([H])([H])[H],ZINC000002597265,13.9756,0.5067,0.0
[H]Sc1c([H])c([H])c([H])c([H])c1N([H])C(=O)[C+]([H])[H],ZINC000170279536,12.864,0.522,0.0
[H]c1nc(N2C([H])([H])C([H])([H])N(C(=O)[C+]([H])[H])C([H])([H])C2([H])[H])c([H])c([H])c1[H],ZINC000001612545,13.6098,0.7141,0.0
[H][C+]([H])C(=O)N([H])C(=O)N([H])C([H])([H])[H],ZINC000003286658,12.0714,0.945,0.0
[H][C+]([H])C(=O)N([H])c1c(C#N)c2c(n1[H])C([H])([H])C([H])([H])C([H])([H])C2([H])[H],ZINC000004015331,13.4357,0.5838,0.0
[H]c1c(Cl)c([H])c(Br)c(N([H])C(=O)[C+]([H])[H])c1Br,ZINC000005713121,16.1772,0.5199,0.0
[H]c1c([H])c(N([H])C(=O)[C+]([H])[H])c(F)c([H])c1F,ZINC000000153696,14.5209,0.5305,0.0
[H]c1c([H])c(N([H])C(=O)[C+]([H])[H])c([H])c([H])c1SC([H])(F)F,ZINC000003289344,13.9363,0.53,0.0
[H]c1c(Br)c([H])c(C([H])([H])[H])c(N([H])C(=O)[C+]([H])[H])c1Br,ZINC000005679748,15.2651,0.5166,0.0
[H]c1c([H])c(C([H])([H])[H])c([H])c(N([H])C(=O)[C+]([H])[H])c1OC([H])([H])[H],ZINC000000163409,14.7853,0.5006,0.0
[H]OC(=O)C([H])([H])C([H])(C(=O)O[H])N([H])C(=O)[C+]([H])[H],ZINC000001560892,15.3723,0.5838,0.0
[H]OC(=O)C([H])(N([H])C(=O)[C+]([H])[H])C([H])([H])c1c([H])c([H])c([H])c([H])c1[H],ZINC000000163860,15.725,0.4939,0.0
[H][C+]([H])C(=O)N([H])C([H])([H])C(=O)OC([H])([H])[H],ZINC000003270957,15.7538,0.8896,0.0
[H]c1c([H])c([H])c(N(C(=O)[C+]([H])[H])C([H])([H])C([H])([H])[H])c([H])c1[H],ZINC000001385063,13.695,0.5788,0.0
[H]c1c([H])c(C([H])([H])[H])c(N([H])C(=O)[C+]([H])[H])c([H])c1Cl,ZINC000001669855,14.1874,0.5326,0.0
[H][C+]([H])C(=O)N([H])C([H])([H])C([H])([H])C([H])([H])[H],ZINC000004411382,15.011,0.9488,0.0
[H][C+]([H])C(=O)N([H])C([H])([H])C([H])([H])C([H])([H])[H],ZINC000004411382,15.0117,0.9488,0.0
[H]Oc1c([H])c([H])c([H])c([H])c1N([H])C(=O)[C+]([H])[H],ZINC000001603582,14.8912,0.8973,0.0
[H][C+]([H])C(=O)N([H])C([H])([H])C([H])([H])C([H])([H])[H],ZINC000004411382,15.0118,0.9488,0.0
[H]c1c([H])c(N([H])C(=O)[C+]([H])[H])c([N+](=O)[O-])c([H])c1Cl,ZINC000004774922,13.6214,0.5524,0.0
[H]Oc1c([H])c(Cl)c([H])c([H])c1N([H])C(=O)[C+]([H])[H],ZINC000072207588,14.6658,0.5179,0.0
[H][C+]([H])C(=O)N([H])C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H],ZINC000001586620,15.9463,0.5088,0.0
[H]c1c([H])c(N([H])C(=O)C([H])([H])[H])c(OC([H])([H])[H])c([H])c1N([H])C(=O)[C+]([H])[H],ZINC000003081006,14.2259,0.5069,0.0
[H]c1c([H])c(F)c(N([H])C(=O)[C+]([H])[H])c([H])c1F,ZINC000000153688,14.1806,0.9699,0.0
[H]c1c([H])c([H])c(N([H])C(=O)[C+]([H])[H])c(OC([H])([H])[H])c1[H],ZINC000000153382,15.2076,0.5011,0.0
[H]c1c([H])c(N(C(=O)[C+]([H])[H])c2c([H])n([H])c3c([H])c([H])c([H])c([H])c23)c([H])c([H])c1Cl,ZINC000000333882,12.4844,0.4886,0.0
[H]c1nc(N([H])C(=O)[C+]([H])[H])sc1C([H])([H])[H],ZINC000000378470,12.5795,0.877,0.0
[H][C+]([H])C(=O)N=C=O,ZINC000002242678,9.9041,0.8944,0.0
[H]OC(=O)C([H])(N([H])C(=O)[C+]([H])[H])C([H])([H])c1c([H])n([H])c2c([H])c([H])c([H])c([H])c12,ZINC000001605478,15.3044,0.4937,0.0
[H]OC(=O)C1([H])N(C(=O)[C+]([H])[H])C([H])([H])C([H])([H])C1([H])[H],ZINC000002507943,13.5789,0.9089,0.0
[H][C+]([H])C(=O)N([H])C(=O)OC([H])([H])[H],ZINC000002510185,12.5888,0.869,0.0
[H]OC(=O)c1c([H])c([H])c(N(C(=O)[C+]([H])[H])C([H])([H])[H])c([H])c1[H],ZINC000002389421,14.3606,0.6144,0.0
[H]Oc1nc([H])c(N([H])C(=O)[C+]([H])[H])c(O[H])n1,ZINC000004550059,14.6434,0.5528,0.0
[H]c1c([H])c([H])c2c(nc(C([H])([H])C([H])([H])N([H])C(=O)[C+]([H])[H])n2[H])c1[H],ZINC000000846631,15.9955,0.4943,0.0
[H]c1c([H])c([H])c(C([H])(N([H])C(=O)[C+]([H])[H])C([H])([H])[H])c([H])c1[H],ZINC000002168446,16.1158,0.5405,0.0
[H]c1c([H])c([H])c(C([H])([H])N(C(=O)[C+]([H])[H])C([H])([H])C([H])([H])[H])c([H])c1[H],ZINC000003276935,13.8337,0.5203,0.0
[H][C+]([H])C(=O)N([H])c1c(C([H])([H])[H])nn([H])c1C([H])([H])[H],ZINC000000316380,15.3202,0.4906,0.0
[H]c1c2c(c([H])c(N([H])C(=O)[C+]([H])[H])c1C(=O)C([H])([H])[H])OC([H])([H])C([H])([H])O2,ZINC000004189447,14.5624,0.5119,0.0
[H]c1c(C(=O)OC([H])([H])[H])oc(N([H])C(=O)[C+]([H])[H])c1[H],ZINC000000160065,12.7889,0.5521,0.0
[H]Oc1nc2c([H])c(N([H])C(=O)[C+]([H])[H])c(C([H])([H])[H])c([H])c2c(C([H])([H])[H])c1[H],ZINC000013638821,13.4934,0.513,0.0
[H][C+]([H])C(=O)N([H])C([H])([H])C([H])([H])C([H])([H])[H],ZINC000004411382,15.0109,0.9488,0.0
[H]c1c([H])c([H])c2c(c1[H])c1c(n2[H])C(C([H])([H])[H])(C([H])([H])[H])N(C(=O)[C+]([H])[H])C([H])(C(=O)OC([H])([H])[H])C1([H])[H],ZINC000004029308,14.0381,0.6436,0.0
[H][C+]([H])C(=O)N([H])C([H])([H])C([H])([H])C([H])([H])[H],ZINC000004411382,15.0105,0.9488,0.0
[H]c1c([H])c([H])c(C([H])([H])N(C(=O)[C+]([H])[H])C([H])([H])[H])c([H])c1[H],ZINC000005319535,13.4287,0.9296,0.0
[H]c1c([H])c(N([H])C(=O)[C+]([H])[H])c([H])c(OC([H])([H])[H])c1OC([H])([H])[H],ZINC000003093776,14.9469,0.5016,0.0
[H]c1c([H])c(S(=O)(=O)N([H])[H])c([H])c([H])c1N([H])C(=O)[C+]([H])[H],ZINC000000127420,13.8344,0.5639,0.0
[H]c1c([H])c([H])c(C([H])([H])[H])c(N([H])C(=O)[C+]([H])[H])c1[H],ZINC000000163427,15.7184,0.5118,0.0
[H]Sc1c([H])c([H])c([H])c([H])c1N([H])C(=O)[C+]([H])[H],ZINC000170279536,12.8637,0.522,0.0
[H][C+]([H])C(=O)N(C([H])([H])C([H])([H])[H])C1([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C1([H])[H],ZINC000003276928,14.3916,0.5065,0.0
[H]c1nc(N(C(=O)[C+]([H])[H])c2nc([H])c([H])c([H])c2[H])c([H])c([H])c1[H],ZINC000012524557,13.7945,0.4583,0.0
[H]c1c([H])c(N([H])C(=O)[C+]([H])[H])c([H])c(C#N)c1F,ZINC000051636946,13.992,0.5494,0.0
[H]c1c([H])c(C([H])([H])[H])c([H])c2c1N(C(=O)[C+]([H])[H])C1([H])C([H])([H])C([H])([H])N(C([H])([H])[H])C([H])([H])C21[H],ZINC000004342461,13.7366,0.7236,0.0
[H]c1c([H])c([H])c2c(c1[H])c(C([H])([H])C([H])([H])N([H])C(=O)[C+]([H])[H])c([H])n2[H],ZINC000000153540,15.4403,0.5582,0.0
[H]c1c([H])c([H])c(-c2oc(N([H])C(=O)[C+]([H])[H])c(C#N)c2-c2c([H])c([H])c([H])c([H])c2[H])c([H])c1[H],ZINC000003885304,12.6708,0.5837,0.0
[H]c1c([H])c([H])c(C([H])([H])N([H])C(=O)[C+]([H])[H])c([H])c1[H],ZINC000000028344,15.7187,0.8602,0.0
[H][C+]([H])C(=O)N([H])c1nnc(C([H])([H])C(F)(F)F)o1,ZINC000057218453,12.932,0.564,0.0
[H]c1c(N([H])C(=O)[C+]([H])[H])noc1-c1c([H])c([H])c([H])c([H])c1[H],ZINC000057218789,13.5059,0.5568,0.0
[H]c1c([H])c([H])c2c(=O)n(N([H])C(=O)[C+]([H])[H])c([H])nc2c1[H],ZINC000000192314,13.0333,0.573,0.0
[H]c1c([H])c(N([H])C(=O)[C+]([H])[H])c([H])c([H])c1SC(F)(F)F,ZINC000002571197,12.0302,0.5316,0.0
[H][C+]([H])C(=O)N([H])c1nnc(SC([H])([H])[H])s1,ZINC000041011246,13.4411,0.5244,0.0
[H]c1c([H])c(S(=O)(=O)N([H])[H])c([H])c([H])c1N([H])C(=O)[C+]([H])[H],ZINC000000127420,13.8156,0.5639,0.0
[H]c1nn(C([H])([H])[H])c([H])c1N([H])C(=O)[C+]([H])[H],ZINC000002536491,14.7523,0.6669,0.0
[H]c1onc(N([H])C(=O)N([H])C(=O)[C+]([H])[H])c1[H],ZINC000061684136,11.8285,0.5144,0.0
[H]c1c([H])c([H])c(N(C(=O)[C+]([H])[H])C2([H])C([H])([H])C([H])([H])S(=O)(=O)C2([H])[H])c([H])c1[H],ZINC000003882584,12.464,0.5145,0.0
[H][C+]([H])C(=O)N1C([H])([H])C([H])([H])C([H])([H])OC([H])(C([H])([H])[H])C1([H])[H],ZINC000061918680,13.5951,0.6624,0.0
[H]c1oc(-c2nc(N([H])C(=O)[C+]([H])[H])sc2[H])c([H])c1[H],ZINC000006527068,12.6362,0.5268,0.0
[H][C+]([H])C(=O)N([H])C([H])([H])C([H])([H])N([H])[H],ZINC000040803110,15.1128,0.8685,0.0
[H]Oc1c([H])c([H])c(N([H])C(=O)[C+]([H])[H])c([H])c1Cl,ZINC000141803998,14.4231,0.5245,0.0
[H]OC(=O)C([H])(N([H])C(=O)[C+]([H])[H])C([H])([H])C(=O)N([H])[H],ZINC000002165156,15.5064,0.5172,0.0
[H]c1nc(N([H])C(=O)[C+]([H])[H])c2nc([H])n([H])c2n1,ZINC000001684487,13.33,0.4673,0.0
[H]OC(=O)c1c([H])c([H])c(N([H])C(=O)[C+]([H])[H])c([H])c1O[H],ZINC000001685745,12.2591,0.5304,0.0
[H]c1c([H])c([H])c(-c2nsc(N([H])C(=O)[C+]([H])[H])n2)c([H])c1[H],ZINC000039440124,9.9523,0.5565,0.0
[H]c1nc(N([H])C(=O)[C+]([H])[H])nc(C([H])([H])[H])c1[H],ZINC000003267895,14.3868,0.8666,0.0
[H]c1c([H])c(N([H])C(=O)[C+]([H])[H])c([H])c([H])c1C(=O)N([H])[H],ZINC000003183496,15.389,0.6504,0.0
[H][C+]([H])C(=O)N([H])C([H])(C([H])([H])C([H])([H])[H])C([H])([H])C([H])([H])[H],ZINC000003268096,16.5819,0.4987,0.0
[H]c1c([H])c([H])c(N([H])C(=O)[C+]([H])[H])c(C(=O)C([H])([H])[H])c1[H],ZINC000003268189,14.4229,0.5198,0.0
[H]c1c([H])c([H])c(-c2sc(N([H])C(=O)[C+]([H])[H])c(C(=O)N([H])[H])c2[H])c([H])c1[H],ZINC000003319645,13.6983,0.5624,0.0
[H]c1c([H])c(S(=O)(=O)N([H])[H])c([H])c(N([H])C(=O)[C+]([H])[H])c1OC([H])([H])[H],ZINC000037011865,15.1873,0.5271,0.0
[H]c1c([H])c(N([H])C(=O)[C+]([H])[H])c(C([H])([H])[H])c([N+](=O)[O-])c1[H],ZINC000003276804,14.2582,0.5455,0.0
[H]c1nc(N([H])C(=O)[C+]([H])[H])sc1Br,ZINC000003276847,11.0551,0.5444,0.0
[H]c1c([H])c([H])c(C([H])([H])N([H])C(=O)[C+]([H])[H])c([H])c1[H],ZINC000000028344,15.6643,0.8505,0.0
[H]c1c([H])c(S(=O)(=O)N([H])[H])c([H])c(N([H])C(=O)[C+]([H])[H])c1C([H])([H])[H],ZINC000037011949,14.2343,0.5378,0.0
[H]c1c([H])c([H])c(C([H])([H])N([H])C(=O)[C+]([H])[H])c([H])c1[H],ZINC000000028344,15.6692,0.847,0.0
[H]c1c([H])c([H])c(C([H])([H])N(C(=O)[C+]([H])[H])C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])c([H])c1[H],ZINC000003269729,14.246,0.5302,0.0
[H]c1c([H])c(N([H])C(=O)[C+]([H])[H])c([H])c([H])c1OC([H])([H])[H],ZINC000000166524,15.6093,0.5006,0.0
[H]c1c([H])c([H])c(-c2nc(N([H])C(=O)[C+]([H])[H])sc2C([H])([H])[H])c([H])c1[H],ZINC000000559390,10.8479,0.5142,0.0
[H]c1noc(N([H])C(=O)[C+]([H])[H])c1-c1c([H])c([H])c([H])c([H])c1[H],ZINC000057519827,12.413,0.5788,0.0
[H][C+]([H])C(=O)N([H])c1c(C([H])([H])[H])nn(C([H])([H])[H])c1C([H])([H])[H],ZINC000000281818,16.4211,0.4893,0.0
[H]c1sc(N(C(=O)[C+]([H])[H])C([H])([H])[H])nc1-c1c([H])c([H])c([H])c([H])c1[H],ZINC000000874671,11.8663,0.5481,0.0
[H]c1c([H])c([H])c(C(=O)N([H])N([H])C(=O)[C+]([H])[H])c([H])c1[H],ZINC000000163115,14.5065,0.5974,0.0
[H]c1c([H])c([H])c(N([H])N(C(=O)[C+]([H])[H])c2c([H])c([H])c([H])c([H])c2[H])c([H])c1[H],ZINC000071772916,12.1083,0.4743,0.0
[H][C+]([H])C(=O)N([H])N([H])C(=O)C([H])([H])[H],ZINC000002522979,14.411,1.1041,0.0
[H][C+]([H])C(=O)N([H])N([H])C(=O)C([H])([H])C([H])([H])OC([H])([H])[H],ZINC000063120236,14.0997,0.7671,0.0
[H]c1c([H])c([H])c(C([H])([H])N(C(=O)[C+]([H])[H])C2([H])C([H])([H])C2([H])[H])c([H])c1[H],ZINC000026478626,13.7016,0.4612,0.0
[H]c1c([H])c([H])c(C([H])([H])N([H])C(=O)[C+]([H])[H])c([H])c1[H],ZINC000000028344,15.577,0.8465,0.0
[H][C+]([H])C(=O)N([H])C([H])([H])C([H])([H])OC([H])([H])[H],ZINC000003269727,15.4607,0.7117,0.0
[H][C+]([H])C(=O)N1C([H])([H])C([H])([H])N(C([H])([H])[H])C([H])([H])C1([H])[H],ZINC000019735578,13.5511,0.5712,0.0
[H]c1c([H])c([H])c(C([H])([H])N([H])C(=O)[C+]([H])[H])c([H])c1[H],ZINC000000028344,15.6454,0.8505,0.0
[H]c1c([H])c(C23C([H])([H])C4([H])C([H])([H])C([H])(C([H])([H])C([H])(C4([H])[H])C2([H])[H])C3([H])[H])c([H])c([H])c1N([H])C(=O)[C+]([H])[H],ZINC05945040,15.6278,0.502,0.0
[H][C+]([H])C(=O)N([H])c1nnc(C([H])([H])[H])s1,ZINC000001433482,11.9893,0.9167,0.0
[H]c1nc(N([H])C(=O)[C+]([H])[H])c([H])c([H])c1Br,ZINC000004740871,14.081,0.5233,0.0
[H][C+]([H])C(=O)N([H])C(=O)C([H])([H])[H],ZINC000003249591,13.5055,0.9048,0.0
[H]Oc1c([H])c([H])c([H])c(N([H])C(=O)[C+]([H])[H])c1[H],ZINC000002568449,14.4257,0.5119,0.0
[H]c1c([H])c([H])c2c(c1[H])Oc1c([H])c([H])c([H])c([H])c1C([H])([H])N2C(=O)[C+]([H])[H],ZINC000004108622,14.0528,0.58,0.0
[H]c1c([H])c([H])c(N([H])C(=O)[C+]([H])[H])c(C(=O)N([H])[H])c1[H],ZINC000002156429,14.3644,0.4894,0.0
[H]c1sc(N([H])C(=O)[C+]([H])[H])nc1-c1c([H])c([H])c([H])c([H])c1[H],ZINC000004468795,11.6144,0.5248,0.0
[H]c1c([H])c([H])c(-c2nn(-c3c([H])c([H])c([H])c([H])c3[H])c(N([H])C(=O)[C+]([H])[H])c2[H])c([H])c1[H],ZINC000003252686,14.0901,0.5535,0.0
[H]C#CC([H])([H])N([H])C(=O)[C+]([H])[H],ZINC000002565077,14.6589,0.9068,0.0
[H]c1sc2c(c1[H])C([H])(c1c([H])c([H])c([H])c([H])c1[H])N(C(=O)[C+]([H])[H])C([H])([H])C2([H])[H],ZINC000062146604,12.5085,0.6172,0.0
[H][C+]([H])C(=O)N1C([H])([H])C([H])([H])C([H])(C(=O)N([H])[H])C([H])([H])C1([H])[H],ZINC000000112512,14.9114,0.5619,0.0
[H]c1c([H])c([H])c(C2([H])N(C(=O)[C+]([H])[H])C([H])([H])C([H])([H])C2([H])[H])c([H])c1[H],ZINC000036134303,13.1981,0.5928,0.0
[H][C+]([H])C(=O)N1C([H])([H])C([H])([H])N(C([H])([H])[H])C([H])([H])C1([H])[H],ZINC000019735578,13.5324,0.5712,0.0
[H][C+]([H])C(=O)N1C([H])([H])C([H])([H])N(C([H])([H])[H])C([H])([H])C([H])([H])C1([H])[H],ZINC000020217763,13.1043,0.5119,0.0
[H][C+]([H])C(=O)N1C([H])([H])C([H])([H])N(C([H])([H])[H])C([H])([H])C([H])([H])C1([H])[H],ZINC000020217763,13.1138,0.5119,0.0
[H][C+]([H])C(=O)N1C([H])([H])C([H])([H])N(C([H])([H])[H])C([H])([H])C([H])([H])C1([H])[H],ZINC000020217763,13.2361,0.5119,0.0
[H][C+]([H])C(=O)N([H])C([H])([H])C([H])([H])N1C([H])([H])C([H])([H])OC([H])([H])C1([H])[H],ZINC000019797673,14.911,0.5504,0.0
[H][C+]([H])C(=O)N([H])C([H])([H])C1([H])C([H])([H])C([H])([H])OC([H])([H])C1([H])[H],ZINC000082544972,15.8142,0.5916,0.0
[H][C+]([H])C(=O)N(C1([H])C([H])([H])C1([H])[H])C([H])(C([H])([H])[H])C1([H])C([H])([H])C1([H])[H],ZINC000068583565,14.2536,0.5485,0.0
[H][C+]([H])C(=O)N([H])c1sc(C([H])([H])[H])c(C([H])([H])[H])c1C([H])([H])[H],ZINC000071373545,14.1175,0.5215,0.0
[H]c1c([H])c([H])c(C(=O)N([H])N([H])C(=O)[C+]([H])[H])c([H])c1[H],ZINC000000163115,14.5069,0.5974,0.0
[H]c1c([H])c(N([H])C(=O)[C+]([H])[H])c(C([H])([H])[H])c([H])c1Br,ZINC000002635286,14.6185,0.5249,0.0
[H]c1nc(N([H])C(=O)[C+]([H])[H])nc([H])c1OC([H])([H])[H],ZINC000002506206,14.6224,0.5181,0.0
[H][C+]([H])C(=O)N([H])C([H])([H])C([H])([H])C([H])([H])[H],ZINC000004411382,15.0118,0.9488,0.0
[H]c1c([H])c([H])c(C([H])([H])C2([H])N(C(=O)[C+]([H])[H])C(=O)OC2([H])[H])c([H])c1[H],ZINC000002562268,11.3273,0.6473,0.0
[H]c1c([H])c(N([H])C(=O)[C+]([H])[H])c([H])c(C([H])([H])[H])c1Cl,ZINC000008336208,14.4745,0.5209,0.0
